ลำดับ,รหัสหลักสูตร,สถาบัน,วิทยาเขต,คณะ,หลักสูตร,แขนง/วิชาเอก,โครงการ,รูปแบบ,PAT,รหัสรับร่วม,รับ,สมัคร,ผ่าน,ยืนยันสิทธิ์,อัตราการแข่งขัน,คะแนนสูงสุด,คะแนนต่ำสุด
5692,21520102700201A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาการประถมศึกษา,,,Admission1,,,3,196,4,3,1 : 65.33,71.2917,69.9167
5693,21520102700201A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาการประถมศึกษา,,,Admission2,,,2,84,2,2,1 : 42,17006.4400,16671.1000
5694,21520102700601A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาการศึกษาปฐมวัย,,,Admission1,,,3,117,4,3,1 : 39,69.1250,68.5833
5695,21520102700601A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาการศึกษาปฐมวัย,,,Admission2,,,2,44,2,2,1 : 22,16657.0000,16080.9000
5696,21520102700701A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาการศึกษาพิเศษ,,,Admission1,,,16,16,10,6,1 : 1,63.7917,54.5833
5697,21520102700701A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาการศึกษาพิเศษ,,,Admission2,,,4,4,1,1,1 : 1,13114.8000,13114.8000
5698,21520102700801A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาคณิตศาสตร์,,,Admission1,,,3,109,4,3,1 : 36.33,74.0000,72.5000
5699,21520102700801A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาคณิตศาสตร์,,,Admission2,,,2,38,3,2,1 : 19,17915.6400,17704.7400
5700,21520102701201A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะครุศาสตร์,หลักสูตรครุศาสตบัณฑิต สาขาวิชาจิตวิทยาและการแนะแนว,,,Admission1,,,3,47,5,3,1 : 15.67,69.0000,66.1667
5701,21520102701201A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะครุศาสตร์,หลักสูตรครุศาสตบัณฑิต สาขาวิชาจิตวิทยาและการแนะแนว,,,Admission2,,,2,30,3,2,1 : 15,14397.4400,13422.9400
5702,21520102702001A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาภาษาไทย,,,Admission1,,,5,137,6,5,1 : 27.4,73.5000,69.7500
5703,21520102702001A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาภาษาไทย,,,Admission2,,,5,82,7,5,1 : 16.4,15913.4400,15527.3000
5704,21520102702002A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษ,,,Admission1,,,3,114,4,3,1 : 38,74.2083,71.2500
5705,21520102702002A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษ,,,Admission2,,,2,38,2,2,1 : 19,17168.9000,17112.5000
5706,21520102702401A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์ทั่วไป,,,Admission1,,,3,84,3,3,1 : 28,67.0833,66.3333
5707,21520102702401A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์ทั่วไป,,,Admission2,,,2,32,2,2,1 : 16,15207.2400,15047.0000
5708,21520102702501A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาดนตรีศึกษา,,,Admission1,,,7,7,4,3,1 : 1,55.3750,41.6250
5709,21520102702501A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาดนตรีศึกษา,,,Admission2,,,2,3,1,1,1 : 1.5,14852.0400,14852.0400
5710,21520102702701A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาสังคมศึกษา,,,Admission1,,,5,113,7,5,1 : 22.6,69.8333,64.9583
5711,21520102702701A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาสังคมศึกษา,,,Admission2,,,5,57,8,5,1 : 11.4,15426.5000,13732.6400
5712,21520102702801A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาพลศึกษา,,,Admission1,,,9,70,10,9,1 : 7.78,69.4583,61.2917
5713,21520103800201A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชาดนตรีสากล,,,Admission1,,,20,9,1,0,1 : 0.45,0.0000,0.0000
5714,21520103800201A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชาดนตรีสากล,,,Admission2,PAT6,,2,2,1,1,1 : 1,7471.7400,7471.7400
5715,21520103901201A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาบรรณารักษศาสตร์และสารสนเทศศาสตร์,,,Admission1,,,21,23,6,5,1 : 1.1,84.5000,51.0000
5716,21520103901201A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาบรรณารักษศาสตร์และสารสนเทศศาสตร์,,,Admission2,,,2,2,0,0,1 : 1,0.0000,0.0000
5717,21520103901801A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาจีน,,,Admission1,,,33,37,16,14,1 : 1.12,95.7500,53.7500
5718,21520103901802A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาจีนธุรกิจ,,,Admission1,,,18,19,3,3,1 : 1.06,85.2500,51.0000
5719,21520103901802A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาจีนธุรกิจ,,,Admission2,,,5,7,2,2,1 : 1.4,16003.5000,15617.1400
5720,21520103901901A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาญี่ปุ่น,,,Admission1,,,15,23,12,12,1 : 1.53,91.7500,59.0000
5721,21520103901901A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาญี่ปุ่น,,,Admission2,,,5,7,0,0,1 : 1.4,0.0000,0.0000
5722,21520103902001A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาไทย,,,Admission1,,,15,59,17,15,1 : 3.93,94.5000,50.0000
5723,21520103902001A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาไทย,,,Admission2,,,5,16,2,2,1 : 3.2,7949.1400,7705.5000
5724,21520103902501A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษ,,,Admission1,,,15,89,18,15,1 : 5.93,97.2500,79.7500
5725,21520103902501A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษ,,,Admission2,,,3,33,3,3,1 : 11,17494.1000,13939.6000
5726,21520103902502A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษธุรกิจ,,,Admission1,,,15,38,10,8,1 : 2.53,85.2500,62.5000
5727,21520103902502A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษธุรกิจ,,,Admission2,,,2,9,1,1,1 : 4.5,7865.1400,7865.1400
5728,21520104610201A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะวิทยาการจัดการ,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการ,,,Admission1,,,104,104,25,19,1 : 1,91.5000,44.0000
5729,21520104610201A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะวิทยาการจัดการ,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการ,,,Admission2,,,32,32,2,1,1 : 1,12020.4000,12020.4000
5730,21520104610401A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะวิทยาการจัดการ,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการทรัพยากรมนุษย์,,,Admission1,,,77,28,1,1,1 : 0.36,77.7500,77.7500
5731,21520104610401A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะวิทยาการจัดการ,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการทรัพยากรมนุษย์,,,Admission2,,,5,4,0,0,1 : 0.8,0.0000,0.0000
5732,21520104610601A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะวิทยาการจัดการ,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการตลาด,,,Admission1,,,69,66,13,10,1 : 0.96,91.0000,49.5000
5733,21520104610601A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะวิทยาการจัดการ,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการตลาด,,,Admission2,,,19,19,0,0,1 : 1,0.0000,0.0000
5734,21520104610701A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะวิทยาการจัดการ,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการเทคโนโลยีสารสนเทศทางธุรกิจ,,,Admission1,,,67,67,16,15,1 : 1,95.0000,43.7500
5735,21520104610701A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะวิทยาการจัดการ,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการเทคโนโลยีสารสนเทศทางธุรกิจ,,,Admission2,,,9,9,0,0,1 : 1,0.0000,0.0000
5736,21520104610801A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะวิทยาการจัดการ,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาธุรกิจการค้าสมัยใหม่,,,Admission1,,,62,62,7,7,1 : 1,81.7500,48.7500
5737,21520104610801A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะวิทยาการจัดการ,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาธุรกิจการค้าสมัยใหม่,,,Admission2,,,13,13,2,2,1 : 1,9112.2000,2070.0000
5738,21520104611101A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะวิทยาการจัดการ,หลักสูตรเศรษฐศาสตรบัณฑิต สาขาวิชาเศรษฐศาสตร์ธุรกิจ,,,Admission1,,,30,15,2,2,1 : 0.5,79.7500,77.5000
5739,21520104611101A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะวิทยาการจัดการ,หลักสูตรเศรษฐศาสตรบัณฑิต สาขาวิชาเศรษฐศาสตร์ธุรกิจ,,,Admission2,,,2,0,0,0,1 : 0,0.0000,0.0000
5740,21520104620101A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะวิทยาการจัดการ,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการท่องเที่ยวและบริการ,,,Admission1,,,50,35,8,7,1 : 0.7,86.7500,50.5000
5741,21520104620101A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะวิทยาการจัดการ,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาการท่องเที่ยวและบริการ,,,Admission2,,,10,10,2,1,1 : 1,7808.7400,7808.7400
5742,21520104901101A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะวิทยาการจัดการ,หลักสูตรนิเทศศาสตรบัณฑิต,,,Admission1,,,61,61,20,17,1 : 1,87.7500,42.0000
5743,21520104901101A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะวิทยาการจัดการ,หลักสูตรนิเทศศาสตรบัณฑิต,,,Admission2,,,12,12,1,1,1 : 1,4394.0000,4394.0000
5744,21520105211001A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะเทคโนโลยีการเกษตรและอาหาร,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์และเทคโนโลยีการอาหาร,,,Admission1,,,26,17,1,1,1 : 0.65,67.0000,67.0000
5745,21520105211001A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะเทคโนโลยีการเกษตรและอาหาร,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์และเทคโนโลยีการอาหาร,,,Admission2,,,5,5,0,0,1 : 1,0.0000,0.0000
5746,21520105300401A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะเทคโนโลยีการเกษตรและอาหาร,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเกษตรและอาหาร,,,Admission1,,,20,9,1,1,1 : 0.45,78.2500,78.2500
5747,21520105300401A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะเทคโนโลยีการเกษตรและอาหาร,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเกษตรและอาหาร,,,Admission2,,,2,0,0,0,1 : 0,0.0000,0.0000
5748,21520105500201A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะเทคโนโลยีการเกษตรและอาหาร,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเกษตรศาสตร์  วิชาเอกการจัดการทรัพยากรเกษตรและสิ่งแวดล้อม,วิชาเอกการจัดการทรัพยากรเกษตรและสิ่งแวดล้อม,,Admission1,,,26,12,1,1,1 : 0.46,62.7500,62.7500
5749,21520105500201A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะเทคโนโลยีการเกษตรและอาหาร,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเกษตรศาสตร์  วิชาเอกพืชศาสตร์,วิชาเอกพืชศาสตร์,,Admission1,,,25,12,3,3,1 : 0.48,83.2500,55.7500
5750,21520105500201A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะเทคโนโลยีการเกษตรและอาหาร,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเกษตรศาสตร์  วิชาเอกการจัดการทรัพยากรเกษตรและสิ่งแวดล้อม,วิชาเอกการจัดการทรัพยากรเกษตรและสิ่งแวดล้อม,,Admission2,,,2,2,1,1,1 : 1,13098.3400,13098.3400
5751,21520105500201A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะเทคโนโลยีการเกษตรและอาหาร,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเกษตรศาสตร์  วิชาเอกพืชศาสตร์,วิชาเอกพืชศาสตร์,,Admission2,,,1,1,0,0,1 : 1,0.0000,0.0000
5752,21520105501101A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะเทคโนโลยีการเกษตรและอาหาร,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาพัฒนาผลิตภัณฑ์เพื่อสุขภาพและเครื่องสําอาง,,,Admission1,,,25,20,5,4,1 : 0.8,89.5000,66.5000
5753,21520105501101A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะเทคโนโลยีการเกษตรและอาหาร,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาพัฒนาผลิตภัณฑ์เพื่อสุขภาพและเครื่องสําอาง,,,Admission2,,,1,1,0,0,1 : 1,0.0000,0.0000
5754,21520105501201A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะเทคโนโลยีการเกษตรและอาหาร,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาสัตวศาสตร์และการเพาะเลี้ยงสัตว์น้ำ,,,Admission1,,,25,20,4,4,1 : 0.8,84.5000,63.5000
5755,21520105501201A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะเทคโนโลยีการเกษตรและอาหาร,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาสัตวศาสตร์และการเพาะเลี้ยงสัตว์น้ำ,,,Admission2,,,2,2,0,0,1 : 1,0.0000,0.0000
5756,21520106211301A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะเทคโนโลยีอุตสาหกรรม,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีและนวัตกรรมเซรามิกส์,,,Admission1,,,30,3,1,0,1 : 0.1,0.0000,0.0000
5757,21520106211301A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะเทคโนโลยีอุตสาหกรรม,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาเทคโนโลยีและนวัตกรรมเซรามิกส์,,,Admission2,,,1,0,0,0,1 : 0,0.0000,0.0000
5758,21520106300501A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะเทคโนโลยีอุตสาหกรรม,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์,,,Admission1,,,16,19,0,0,1 : 1.19,0.0000,0.0000
5759,21520106300501A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะเทคโนโลยีอุตสาหกรรม,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์,,,Admission2,,,4,4,0,0,1 : 1,0.0000,0.0000
5760,21520106300701A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะเทคโนโลยีอุตสาหกรรม,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล,,,Admission1,,,5,8,1,0,1 : 1.6,0.0000,0.0000
5761,21520106300701A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะเทคโนโลยีอุตสาหกรรม,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล,,,Admission2,,,3,3,0,0,1 : 1,0.0000,0.0000
5762,21520106302401A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะเทคโนโลยีอุตสาหกรรม,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโลจิสติกส์,,,Admission1,,,15,37,8,5,1 : 2.47,83.5000,55.5000
5763,21520106302401A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะเทคโนโลยีอุตสาหกรรม,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโลจิสติกส์,,,Admission2,,,3,3,0,0,1 : 1,0.0000,0.0000
5764,21520106303401A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะเทคโนโลยีอุตสาหกรรม,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอิเล็กทรอนิกส์,,,Admission1,,,25,8,0,0,1 : 0.32,0.0000,0.0000
5765,21520106303401A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะเทคโนโลยีอุตสาหกรรม,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอิเล็กทรอนิกส์,,,Admission2,,,2,2,0,0,1 : 1,0.0000,0.0000
5766,21520106400201A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะเทคโนโลยีอุตสาหกรรม,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาออกแบบผลิตภัณฑ์อุตสาหกรรม,,,Admission1,,,35,23,6,5,1 : 0.66,80.2500,51.5000
5767,21520106400201A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,คณะเทคโนโลยีอุตสาหกรรม,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาออกแบบผลิตภัณฑ์อุตสาหกรรม,,,Admission2,,,3,3,0,0,1 : 1,0.0000,0.0000
5768,21520107901001A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,วิทยาลัยการจัดการและพัฒนาท้องถิ่น,หลักสูตรนิติศาสตรบัณฑิต,,,Admission1,,,40,74,31,29,1 : 1.85,93.5000,65.2500
5769,21520107901001A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,วิทยาลัยการจัดการและพัฒนาท้องถิ่น,หลักสูตรนิติศาสตรบัณฑิต,,,Admission2,,,26,26,3,2,1 : 1,11594.1400,8907.0000
5770,21520107903101A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,วิทยาลัยการจัดการและพัฒนาท้องถิ่น,หลักสูตรรัฐประศาสนศาสตรบัณฑิต สาขาวิชารัฐประศาสนศาสตร์ วิชาเอกการบริหารจัดการภาครัฐ,วิชาเอกการบริหารจัดการภาครัฐ,,Admission1,,,20,48,15,14,1 : 2.4,85.5000,44.5000
5771,21520107903101A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,วิทยาลัยการจัดการและพัฒนาท้องถิ่น,หลักสูตรรัฐประศาสนศาสตรบัณฑิต สาขาวิชารัฐประศาสนศาสตร์ วิชาเอกการปกครองท้องถิ่น,วิชาเอกการปกครองท้องถิ่น,,Admission1,,,30,56,21,17,1 : 1.87,80.5000,48.5000
5772,21520107903101A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,วิทยาลัยการจัดการและพัฒนาท้องถิ่น,หลักสูตรรัฐประศาสนศาสตรบัณฑิต สาขาวิชารัฐประศาสนศาสตร์ วิชาเอกการบริหารจัดการภาครัฐ,วิชาเอกการบริหารจัดการภาครัฐ,,Admission2,,,10,10,2,2,1 : 1,11424.6000,9931.1000
5773,21520107903101A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,วิทยาลัยการจัดการและพัฒนาท้องถิ่น,หลักสูตรรัฐประศาสนศาสตรบัณฑิต สาขาวิชารัฐประศาสนศาสตร์ วิชาเอกการปกครองท้องถิ่น,วิชาเอกการปกครองท้องถิ่น,,Admission2,,,12,14,1,1,1 : 1.17,1781.5000,1781.5000
5774,21520107903201A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,วิทยาลัยการจัดการและพัฒนาท้องถิ่น,หลักสูตรรัฐศาสตรบัณฑิต สาขาวิชารัฐศาสตร์ วิชาเอกการเมืองการปกครอง,วิชาเอกการเมืองการปกครอง,,Admission1,,,13,110,14,13,1 : 8.46,93.7500,72.7500
5775,21520107903201A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,วิทยาลัยการจัดการและพัฒนาท้องถิ่น,หลักสูตรรัฐศาสตรบัณฑิต สาขาวิชารัฐศาสตร์ วิชาเอกการเมืองท้องถิ่น,วิชาเอกการเมืองท้องถิ่น,,Admission1,,,10,53,12,9,1 : 5.3,81.2500,56.5000
5776,21520107903201A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,วิทยาลัยการจัดการและพัฒนาท้องถิ่น,หลักสูตรรัฐศาสตรบัณฑิต สาขาวิชารัฐศาสตร์ วิชาเอกการเมืองการปกครอง,วิชาเอกการเมืองการปกครอง,,Admission2,,,10,34,3,3,1 : 3.4,14070.5000,8489.5400
5777,21520107903201A,มหาวิทยาลัยราชภัฏพิบูลสงคราม,วิทยาเขตหลัก,วิทยาลัยการจัดการและพัฒนาท้องถิ่น,หลักสูตรรัฐศาสตรบัณฑิต สาขาวิชารัฐศาสตร์ วิชาเอกการเมืองท้องถิ่น,วิชาเอกการเมืองท้องถิ่น,,Admission2,,,12,12,0,0,1 : 1,0.0000,0.0000
