programCode,university,facultyName,program,majorName,detail,weightsYear,estMinScore,tgat,tgat1,tgat2,tgat3,tpat1,tpat11,tpat12,tpat13,tpat2,tpat21,tpat22,tpat23,tpat3,tpat4,tpat5,a_lv_61,a_lv_62,a_lv_63,a_lv_64,a_lv_65,a_lv_66,a_lv_70,a_lv_81,a_lv_82,a_lv_83,a_lv_84,a_lv_85,a_lv_86,a_lv_87,a_lv_88,a_lv_89
10080313220101B,มหาวิทยาลัยศิลปากร,คณะเทคโนโลยีสารสนเทศและการสื่อสาร,วท.บ.(เทคโนโลยีดิจิทัลเพื่อการออกแบบ),การออกแบบเกม,,2569,40.3753,,10,10,10,,,,,,10,,,,,,10,,10,,,,,10,10,,,,,,,
10080313220101B,มหาวิทยาลัยศิลปากร,คณะเทคโนโลยีสารสนเทศและการสื่อสาร,วท.บ.(เทคโนโลยีดิจิทัลเพื่อการออกแบบ),การออกแบบอินเทอร์แอคทีฟแอปพลิเคชัน,พื้นฐานวิทย์,2569,40.3753,,10,10,10,,,,,,10,,,,,,10,,10,,,,,10,10,,,,,,,
10080213213501B,มหาวิทยาลัยศิลปากร,คณะเทคโนโลยีสารสนเทศและการสื่อสาร,หลักสูตรศิลปศาสตรและวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีสื่อสร้างสรรค์,,พื้นฐานศิลปศาสตร์1,2569,59.7878,,25,,,,,,,,,,,,,,25,,,,,,,25,,,,,,,,
10080313220101B,มหาวิทยาลัยศิลปากร,คณะเทคโนโลยีสารสนเทศและการสื่อสาร,วท.บ.(เทคโนโลยีดิจิทัลเพื่อการออกแบบ),การออกแบบแอนิเมชัน,,2569,40.3753,,10,10,10,,,,,,10,,,,,,10,,10,,,,,10,10,,,,,,,
10080103901401A,มหาวิทยาลัยศิลปากร,คณะโบราณคดี,ศศ.บ.(ประวัติศาสตร์ท้องถิ่น),,,2569,51.7478,50,,,,,,,,,,,,,,,,,,,,,30,10,10,,,,,,,
10080103902501A,มหาวิทยาลัยศิลปากร,คณะโบราณคดี,ศศ.บ.(ภาษาอังกฤษ),,,2569,74.801,,60,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,
10080103903501A,มหาวิทยาลัยศิลปากร,คณะโบราณคดี,ศศ.บ.(มานุษยวิทยา),,,2569,56.1455,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080103901301A,มหาวิทยาลัยศิลปากร,คณะโบราณคดี,ศศ.บ.(โบราณคดี),,,2569,58.4995,50,,,,,,,,,,,,,,,,10,,,,,15,10,15,,,,,,,
10080103904101A,มหาวิทยาลัยศิลปากร,คณะโบราณคดี,ศศ.บ.(ประวัติศาสตร์ศิลปะ),,,2569,60.1437,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080103902401A,มหาวิทยาลัยศิลปากร,คณะโบราณคดี,ศศ.บ.(ภาษาฝรั่งเศส),,,2569,37.835,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,
10080103902001A,มหาวิทยาลัยศิลปากร,คณะโบราณคดี,ศศ.บ.(ภาษาไทย),,,2569,66.9735,20,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,
10080208130101A,มหาวิทยาลัยศิลปากร,คณะเภสัชศาสตร์,หลักสูตรเภสัชศาสตรบัณฑิต,,,2569,57.744,16.65,,,,,,,,,,,,,,,16.67,,,16.67,16.67,16.67,,,16.67,,,,,,,
10080208111101B,มหาวิทยาลัยศิลปากร,คณะเภสัชศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชานวัตกรรมเครื่องสำอางและศิลปะความงาม,,รูปแบบที่ 1,2569,64.6534,30,,,,,,,,,,,,,,,,20,40,,,,,,10,,,,,,,
10080208110001B,มหาวิทยาลัยศิลปากร,คณะเภสัชศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาสุขภาพดิจิทัล,,รูปแบบที่ 1,2569,44.7456,20,,,,,,,,,,,,,,,,40,20,,,,,,20,,,,,,,
10080208130101A,มหาวิทยาลัยศิลปากร,คณะเภสัชศาสตร์,ภ.บ.,,,2569,51.1847,16.65,,,,,,,,,,,,,,,16.67,,,16.67,16.67,16.67,,,16.67,,,,,,,
10080312610203B,มหาวิทยาลัยศิลปากร,คณะวิทยาการจัดการ,บธ.บ.(การจัดการนวัตกรรมทางธุรกิจ),,โครงการเด็กดีอยากเรียน,2569,59.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080312610201B,มหาวิทยาลัยศิลปากร,คณะวิทยาการจัดการ,บธ.บ.(การจัดการงานนิทรรศการและงานอีเว้นท์),,โครงการเด็กดีอยากเรียน,2569,48.433,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080312611001B,มหาวิทยาลัยศิลปากร,คณะวิทยาการจัดการ,บธ.บ.(การจัดการโลจิสติกส์ระหว่างประเทศ),,โครงการเด็กดีอยากเรียน,2569,36.0022,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080512610601B,มหาวิทยาลัยศิลปากร,คณะวิทยาการจัดการ,หลักสูตรบริหารธุรกิจบัณฑิต (การตลาด),,โครงการเด็ก ดี มีโอกาส พื้นที่การศึกษาบางรัก กรุงเทพมหานคร,2569,64.0846,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080312903501A,มหาวิทยาลัยศิลปากร,คณะวิทยาการจัดการ,ศศ.บ.(การจัดการชุมชน),,โครงการเด็กดีอยากเรียน,2569,24.822,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080312903101B,มหาวิทยาลัยศิลปากร,คณะวิทยาการจัดการ,รป.บ.(รัฐประศาสนศาสตร์),,โครงการเด็กดีอยากเรียน,2569,28.294,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080312620102B,มหาวิทยาลัยศิลปากร,คณะวิทยาการจัดการ,บธ.บ.(การจัดการโรงแรม),,โครงการเด็กดีอยากเรียน,2569,28.156,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080312620101B,มหาวิทยาลัยศิลปากร,คณะวิทยาการจัดการ,ศศ.บ.(การจัดการการท่องเที่ยว),,โครงการเด็กดีอยากเรียน,2569,20.239,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080312610501B,มหาวิทยาลัยศิลปากร,คณะวิทยาการจัดการ,บช.บ.,,โครงการเด็กดีอยากเรียน,2569,49.959,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080312610202B,มหาวิทยาลัยศิลปากร,คณะวิทยาการจัดการ,บธ.บ.(การจัดการธุรกิจและภาษา),,โครงการเด็ก ดี มีโอกาส,2569,28.086,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080512610203B,มหาวิทยาลัยศิลปากร,คณะวิทยาการจัดการ,บธ.บ.(การจัดการนวัตกรรมทางธุรกิจ),,โครงการเด็ก ดี มีโอกาส,2569,75.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080312610202B,มหาวิทยาลัยศิลปากร,คณะวิทยาการจัดการ,บธ.บ.(การจัดการธุรกิจและภาษา),,โครงการเด็กดีอยากเรียน,2569,66.419,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080207210302A,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,วท.บ.(คณิตศาสตร์ประยุกต์),,,2569,51.9516,30,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,
10080207210402A,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,วท.บ.(เคมีประยุกต์และจุลชีววิทยาอุตสาหกรรม),,,2569,38.0221,,,,,,,,,,,,,,,,20,,,10,30,20,,,20,,,,,,,
10080207701801A,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,ศษ.บ.(ฟิสิกส์),,,2569,75.1282,20,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,
10080207220301A,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,วท.บ.(วิทยาการข้อมูล),,,2569,58.7357,,,,,,,,,,,,,,,,40,,,10,,,,,20,,,,,,,
10080207220201A,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,วท.บ.(วิทยาการคอมพิวเตอร์),,,2569,47.0879,,,,,,,,,,,,,,,,60,,,,,,,,30,,,,,,,
10080207220101A,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,วท.บ.(เทคโนโลยีสารสนเทศ),,,2569,45.3879,,,,,,,,,,,,,,,,60,,,,,,,,30,,,,,,,
10080207213301A,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,วท.บ.(สถิติ),,,2569,54.977,,,,,,,,,,,,,,,,40,,,,,10,,,20,,,,,,,
10080207213101A,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,วท.บ.(วิทยาศาสตร์สิ่งแวดล้อม),,,2569,43.1247,,,,,,,,,,,,,,,,,,,,35,30,,,20,,,,,,,
10080207212701A,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,วท.บ.(ฟิสิกส์),,,2569,62.195,,,,,,,,,,,,,,,,20,,,20,10,10,,,20,,,,,,,
10080207210701A,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,วท.บ.(ชีววิทยา),,,2569,2.4526,,,,,,,,,,,,,,,,10,,,,25,50,,,15,,,,,,,
10080207210501A,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,วท.บ.(จุลชีววิทยา),,,2569,52.2944,,,,,,,,,,,,,,,,10,,,10,30,30,,,20,,,,,,,
10080207210401A,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,วท.บ.(เคมี),,,2569,35.8887,,,,,,,,,,,,,,,,20,,,10,40,10,,,20,,,,,,,
10080207210301A,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,วท.บ.(คณิตศาสตร์),,,2569,46.2647,50,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,
10080207210401B,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต (เคมี),,,2569,32.5472,,,,,,,,,,,,,,,,20,,,10,40,10,,,20,,,,,,,
10080207210501B,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,หลักสุตรวิทยาศาสตรบัณฑิต (จุลชีววิทยา),,,2569,48.6442,,,,,,,,,,,,,,,,10,,,10,30,30,,,20,,,,,,,
10080207210701B,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต (ชีววิทยา),,,2569,54.6267,30,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,
10080207213101B,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต (วิทยาศาสตร์สิ่งแวดล้อม),,,2569,17.7174,,,,,,,,,,,,,,,,20,,,,30,30,,,20,,,,,,,
10080207220101A,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต (เทคโนโลยีสารสนเทศ),,,2569,49.0708,,,,,,,,,,,,,,,,60,,,,,,,,30,,,,,,,
10080207220201A,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต (วิทยาการคอมพิวเตอร์),,,2569,55.7874,,,,,,,,,,,,,,,,60,,,,,,,,30,,,,,,,
10080207220301B,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต (วิทยาการข้อมูล),,,2569,49.6576,,,,,,,,,,,,,,,,40,,,10,,,,,20,,,,,,,
10080207213301B,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต (สถิติและวิทยาการวิเคราะห์ข้อมูล),,รูปแบบที่ 1 Alevel,2569,44.1215,,,,,,,,,,,,,,,,40,,,,,10,,,20,,,,,,,
10080207212701B,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต (ฟิสิกส์),,รูปแบบที่ 2 TgatTpat,2569,55.6392,,,,,,,,,,,,,,,,20,,,20,10,10,,,20,,,,,,,
10080207210302B,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต (คณิตศาสตร์ประยุกต์),,รูปแบบที่ 2 TgatTpat,2569,38.1766,30,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,
10080207210301B,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต (คณิตศาสตร์),,รูปแบบที่ 2 TgatTpat,2569,34.2567,50,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,
10080207111101A,มหาวิทยาลัยศิลปากร,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมีผลิตภัณฑ์และธุรกิจเครื่องสำอาง,,รูปแบบที่ 2 TgatTpat,2569,48.1309,,,,,,,,,,,,,,,,20,,,10,30,20,,,20,,,,,,,
10080209300701A,มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วศ.บ.(วิศวกรรมเครื่องกล),,,2569,34.712,,,,,,,,,,,,,30,,,30,,,30,,,,,10,,,,,,,
10080209300101A,มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วศ.บ.(วิศวกรรมกระบวนการชีวภาพ),,,2569,63.8004,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080209300601B,มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมเคมี),,,2569,24.937,,,,,,,,,,,,,50,,,50,,,,,,,,,,,,,,,
10080209211201A,มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วท.บ.(เทคโนโลยีชีวภาพ),,,2569,63.3727,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080209211001A,มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วท.บ.(เทคโนโลยีอาหาร),,,2569,32.8654,,,,,,,,,,,,,30,,,,15,,,25,,,,,,,,,,,
10080209302401A,มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วศ.บ.(วิศวกรรมการจัดการและโลจิสติกส์),,,2569,,,,,,,,,,,,,,35,,,15,,,15,,,,,15,,,,,,,
10080209610801A,มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,ทล.บ.(ธุรกิจวิศวกรรม),,,2569,44.5792,30,,,,,,,,,,,,,,,,40,,,,,,,30,,,,,,,
10080209303501A,มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วศ.บ.(วิศวกรรมอุตสาหการ),,,2569,31.682,,,,,,,,,,,,,40,,,30,,,30,,,,,,,,,,,,
10080209302501A,มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วศ.บ.(วิศวกรรมวัสดุและนาโนเทคโนโลยี),,,2569,69.2436,,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080209300601A,มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วศ.บ.(วิศวกรรมเคมี),,,2569,31.937,,,,,,,,,,,,,50,,,50,,,,,,,,,,,,,,,
10080209303401A,มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วศ.บ.(วิศวกรรมอิเล็กทรอนิกส์และระบบคอมพิวเตอร์),,,2569,45.9143,30,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,
10080209211001A,มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,หลักสูตรวิทยาศาสตรบัณฑิต (เทคโนโลยีอาหาร),,,2569,45.2655,,,,,,,,,,,,,30,,,,15,,,25,,,,,,,,,,,
10080209302502A,มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วศ.บ.(ปิโตรเคมีและวัสดุพอลิเมอร์),,,2569,68.048,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,
10080209301801A,มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมไฟฟ้าสื่อสาร),,,2569,52.9061,30,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,
10080209302401A,มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมการจัดการและโลจิสติกส์),,,2569,41.7286,,,,,,,,,,,,,35,,,15,,,15,,,,,15,,,,,,,
10080209302501B,มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมวัสดุและนาโนเทคโนโลยี),,,2569,61.5936,,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080209302502B,มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,หลักสูตรวิศวกรรมศาสตรบัณฑิต (ปิโตรเคมีและวัสดุพอลิเมอร์),,,2569,57.7145,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,
10080209303401A,มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมอิเล็กทรอนิกส์และระบบคอมพิวเตอร์),,,2569,50.8479,30,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,
10080209610801A,มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,หลักสูตรเทคโนโลยีบัณฑิต (ธุรกิจวิศวกรรม),,,2569,49.4627,30,,,,,,,,,,,,,,,,40,,,,,,,30,,,,,,,
10080209211201B,มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,หลักสูตรวิทยาศาสตรบัณฑิต (เทคโนโลยีชีวภาพ),,รูปแบบที่ 1,2569,61.2673,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080209300101B,มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมกระบวนการชีวภาพ),,รูปแบบที่ 1,2569,61.0396,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080209301801B,มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้าสื่อสาร,,,2569,46.3311,30,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,
10080209300701B,มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล,,หลักสูตรแกนกลาง,2569,30.4456,,,,,,,,,,,,,30,,,30,,,30,,,,,10,,,,,,,
10080206700801B,มหาวิทยาลัยศิลปากร,คณะศึกษาศาสตร์,ศษ.บ.(คณิตศาสตร์),,,2569,48.6415,20,,,,,,,,,,,,,,20,30,,,,,,,10,10,,,,,,,
10080206903801A,มหาวิทยาลัยศิลปากร,คณะศึกษาศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต (เทคโนโลยีการศึกษา),,,2569,55.1615,30,,,,,,,,,,,,,,,,,,,,,20,20,20,,,,,,,
10080206703702A,มหาวิทยาลัยศิลปากร,คณะศึกษาศาสตร์,หลักสูตรศึกษาศาสตรบัณฑิต (ศิลปศึกษา),,,2569,46.6634,15,,,,,,,,,25,,,,,20,,,10,,,,10,10,10,,,,,,,
10080206900701A,มหาวิทยาลัยศิลปากร,คณะศึกษาศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต (จิตวิทยา),,,2569,59.9746,,20,20,20,,,,,,,,,,,,,,,,,,15,15,,,,,,,,
10080206700601A,มหาวิทยาลัยศิลปากร,คณะศึกษาศาสตร์,ศษ.บ.(การศึกษาปฐมวัย),,,2569,60.6458,25,,,,,,,,,,,,,,25,,,,,,,25,25,,,,,,,,
10080206112001B,มหาวิทยาลัยศิลปากร,คณะศึกษาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต (วิทยาศาสตร์การกีฬา),,โครงการสานฝันสู่ความเป็นเลิศทางการกีฬาพัฒนานักวิทยาศาสตร์การกีฬารุ่นใหม่,2569,37.0914,,10,10,,,,,,,,,,10,,,10,,10,,,,,10,10,,,,,,,
10080206703701A,มหาวิทยาลัยศิลปากร,คณะศึกษาศาสตร์,หลักสูตรศึกษาศาสตรบัณฑิต (วิทยาศาสตร์ศึกษา),,,2569,62.8016,30,,,,,,,,,,,,30,,30,,,,,,,,,,,,,,,,
10080206702003A,มหาวิทยาลัยศิลปากร,คณะศึกษาศาสตร์,หลักสูตรศึกษาศาสตรบัณฑิต (ภาษาจีน),,,2569,62.536,,20,,,,,,,,,,,,,30,,,,,,,,,,,,,,40,,
10080206702002A,มหาวิทยาลัยศิลปากร,คณะศึกษาศาสตร์,หลักสูตรศึกษาศาสตรบัณฑิต (ภาษาอังกฤษ),,,2569,79.3771,,20,,,,,,,,,,,,,15,,,,,,,,,65,,,,,,,
10080206700801A,มหาวิทยาลัยศิลปากร,คณะศึกษาศาสตร์,หลักสูตรศึกษาศาสตรบัณฑิต (คณิตศาสตร์),,,2569,48.1444,30,,,,,,,,,,,,,,10,40,,,,,,,10,10,,,,,,,
10080206702003B,มหาวิทยาลัยศิลปากร,คณะศึกษาศาสตร์,หลักสูตรศึกษาศาสตรบัณฑิต สาขาวิชาภาษาจีน,,,2569,54.686,,20,,,,,,,,,,,,,30,,,,,,,,,,,,,,40,,
10080206703701B,มหาวิทยาลัยศิลปากร,คณะศึกษาศาสตร์,หลักสูตรศึกษาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์ศึกษา,,,2569,55.4267,30,,,,,,,,,,,,30,,30,,,,,,,,,,,,,,,,
10080206904201A,มหาวิทยาลัยศิลปากร,คณะศึกษาศาสตร์,ศศ.บ.(การศึกษาตลอดชีวิต),,,2569,55.1137,25,,15,,,,,,,,,,,,,,,,,,,15,15,15,,,,,,,
10080206112001A,มหาวิทยาลัยศิลปากร,คณะศึกษาศาสตร์,วท.บ.(วิทยาศาสตร์การกีฬา),,,2569,44.1698,,10,10,,,,,,,,,,10,,,10,,10,,,,,10,10,,,,,,,
10080206700201A,มหาวิทยาลัยศิลปากร,คณะศึกษาศาสตร์,ศษ.บ.(การประถมศึกษา),,,2569,59.1692,25,,,,,,,,,,,,,,25,10,,10,,,,10,10,10,,,,,,,
10080206700601A,มหาวิทยาลัยศิลปากร,คณะศึกษาศาสตร์,ศษ.บ.(การศึกษาปฐมวัย),,พื้นฐานศิลป์,2569,63.4375,25,,,,,,,,,,,,,,25,,,,,,,25,25,,,,,,,,
10080206702001A,มหาวิทยาลัยศิลปากร,คณะศึกษาศาสตร์,ศษ.บ.(ภาษาไทย),,,2569,66.7907,20,,,,,,,,,,,,,,20,,,,,,,10,40,10,,,,,,,
10080206702701A,มหาวิทยาลัยศิลปากร,คณะศึกษาศาสตร์,ศษ.บ.(สังคมศึกษา),,,2569,60.1607,10,,,,,,,,,,,,,,10,,,,,,,30,20,20,,,,,,,
10080206900701B,มหาวิทยาลัยศิลปากร,คณะศึกษาศาสตร์,ศศ.บ.(จิตวิทยา),,,2569,61.5034,,20,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080206903801B,มหาวิทยาลัยศิลปากร,คณะศึกษาศาสตร์,ศศ.บ.(เทคโนโลยีการศึกษา),,,2569,51.6781,30,,,,,,,,,,,,,,,,,,,,,20,20,20,,,,,,,
10080206702003B,มหาวิทยาลัยศิลปากร,คณะศึกษาศาสตร์,ศษ.บ.(ภาษาจีน),,,2569,55.461,,20,,,,,,,,,,,,,30,,,,,,,,,,,,,,40,,
10080206702002B,มหาวิทยาลัยศิลปากร,คณะศึกษาศาสตร์,ศษ.บ.(ภาษาอังกฤษ),,,2569,70.9686,,20,,,,,,,,,,,,,20,,,,,,,,,60,,,,,,,
10080102400501A,มหาวิทยาลัยศิลปากร,คณะสถาปัตยกรรมศาสตร์,สถ.บ.,,,2569,46.8948,,,,,,,,,,,,,,40,,20,,,20,,,,,20,,,,,,,
10080102400601A,มหาวิทยาลัยศิลปากร,คณะสถาปัตยกรรมศาสตร์,สถ.บ.(สถาปัตยกรรมไทย),,,2569,52.3837,15,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,
10080311500401A,มหาวิทยาลัยศิลปากร,คณะสัตวศาสตร์และเทคโนโลยีการเกษตร,วท.บ.(เทคโนโลยีการผลิตพืช),,,2569,51.5918,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080311501201A,มหาวิทยาลัยศิลปากร,คณะสัตวศาสตร์และเทคโนโลยีการเกษตร,วท.บ.(สัตวศาสตร์),,,2569,65.1987,,,20,,,,,,,,,,,,,,,30,,,,,,,,,,,,,
10080311500403A,มหาวิทยาลัยศิลปากร,คณะสัตวศาสตร์และเทคโนโลยีการเกษตร,วท.บ.(ธุรกิจการเกษตร),,,2569,62.3353,,,10,,,,,,,,,,,,,,,,,,,10,,,,,,,,,
10080311500404A,มหาวิทยาลัยศิลปากร,คณะสัตวศาสตร์และเทคโนโลยีการเกษตร,วท.บ.(ภาวะผู้นำและการสื่อสารทางการเกษตร),,,2569,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080311500602A,มหาวิทยาลัยศิลปากร,คณะสัตวศาสตร์และเทคโนโลยีการเกษตร,วท.บ.(วิทยาศาสตร์การประมง),,,2569,72.2059,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080205904301A,มหาวิทยาลัยศิลปากร,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต (นาฏยสังคีต),การละคร,,2569,57.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080205900001A,มหาวิทยาลัยศิลปากร,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต (ไม่แยกสาขาวิชา),,พื้นฐานวิทย์,2569,57.2746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080205902001A,มหาวิทยาลัยศิลปากร,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต (ภาษาไทย),,,2569,66.4683,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,
10080205902801B,มหาวิทยาลัยศิลปากร,คณะอักษรศาสตร์,อ.บ.(เอเชียศึกษา),ภาษาจีน,,2569,56.5008,50,,,,,,,,,,,,,,,,,,,,,15,15,20,,,,,,,
