programCode,university,facultyName,program,majorName,detail,weightsYear,estMinScore,tgat,tgat1,tgat2,tgat3,tpat1,tpat11,tpat12,tpat13,tpat2,tpat21,tpat22,tpat23,tpat3,tpat4,tpat5,a_lv_61,a_lv_62,a_lv_63,a_lv_64,a_lv_65,a_lv_66,a_lv_70,a_lv_81,a_lv_82,a_lv_83,a_lv_84,a_lv_85,a_lv_86,a_lv_87,a_lv_88,a_lv_89
10270120112001F,มหาวิทยาลัยพะเยา,วิทยาลัยการศึกษา,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา และหลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์การออกกำลังกายและการกีฬา),,Admission1,2569,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270120210701F,มหาวิทยาลัยพะเยา,วิทยาลัยการศึกษา,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา และหลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาชีววิทยา),,Admission1,2569,57.3964,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270120903601F,มหาวิทยาลัยพะเยา,วิทยาลัยการศึกษา,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา และหลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาพัฒนาสังคม),,Admission1,2569,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270120212701F,มหาวิทยาลัยพะเยา,วิทยาลัยการศึกษา,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา และหลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาฟิสิกส์),,Admission,2569,48.5524,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270120210301F,มหาวิทยาลัยพะเยา,วิทยาลัยการศึกษา,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา และหลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาคณิตศาสตร์),,Admission1,2569,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270120210401F,มหาวิทยาลัยพะเยา,วิทยาลัยการศึกษา,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา และหลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมี),,Admission1,2569,53.6748,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270120901801F,มหาวิทยาลัยพะเยา,วิทยาลัยการศึกษา,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา และหลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาจีน),,Admission1,2569,41.4352,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270120902001F,มหาวิทยาลัยพะเยา,วิทยาลัยการศึกษา,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา และหลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาไทย),,Admission1,2569,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270120902501F,มหาวิทยาลัยพะเยา,วิทยาลัยการศึกษา,การจัดการศึกษาหลักสูตรควบระดับปริญญาตรี 2 ปริญญา (หลักสูตรการศึกษาบัณฑิต สาขาวิชาการศึกษา และหลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษ),,Admission1,2569,61.38,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10370102701205A,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาจิตวิทยาและการแนะแนว,,"นักเรียน ม.6 ที่กำลังจะสำเร็จการศึกษาหรือสำเร็จการศึกษาแล้ว,กศน.,อาชีวะ,เปรียญธรรม3ประโยค",2569,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10370102701506A,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต  สาขาวิชาเทคโนโลยีสารสนเทศ,,"นักเรียน ม.6 ที่กำลังจะสำเร็จการศึกษาหรือสำเร็จการศึกษาแล้ว,กศน.,อาชีวะ,เปรียญธรรม3ประโยค",2569,41.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10370102702704A,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาการสอนพระพุทธศาสนา,,"นักเรียน ม.6 ที่กำลังจะสำเร็จการศึกษาหรือสำเร็จการศึกษาแล้ว,กศน.,อาชีวะ,เปรียญธรรม3ประโยค",2569,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10370102702003A,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาการสอนภาษาไทย,,"นักเรียน ม.6 ที่กำลังจะสำเร็จการศึกษาหรือสำเร็จการศึกษาแล้ว,กศน.,อาชีวะ,เปรียญธรรม3ประโยค",2569,95.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10370102702007E,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาการสอนภาษาอังกฤษ (หลักสูตรนานาชาติ),,"นักเรียน ม.6 ที่กำลังจะสำเร็จการศึกษาหรือสำเร็จการศึกษาแล้ว,กศน.,อาชีวะ,เปรียญธรรม3ประโยค",2569,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10370102702002A,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาการสอนภาษาอังกฤษ,,"นักเรียน ม.6 ที่กำลังจะสำเร็จการศึกษาหรือสำเร็จการศึกษาแล้ว,กศน.,อาชีวะ,เปรียญธรรม3ประโยค",2569,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10370101901501A,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,คณะพุทธศาสตร์,หลักสูตรพุทธศาสตรบัณฑิต สาขาวิชาพระพุทธศาสนา,,"นักเรียน ม.6 ที่กำลังจะสำเร็จการศึกษาหรือสำเร็จการศึกษาแล้ว,กศน.,อาชีวะ,เปรียญธรรม3ประโยค",2569,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10370103900703A,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,คณะมนุษยศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาจิตวิทยา,,"นักเรียน ม.6 ที่กำลังจะสำเร็จการศึกษาหรือสำเร็จการศึกษาแล้ว,กศน.,อาชีวะ,เปรียญธรรม3ประโยค",2569,62.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10370103900704A,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,คณะมนุษยศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาพุทธจิตวิทยา,,"นักเรียน ม.6 ที่กำลังจะสำเร็จการศึกษาหรือสำเร็จการศึกษาแล้ว,กศน.,อาชีวะ,เปรียญธรรม3ประโยค",2569,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
